ID,Region of residence,Age of Subject,Time spent on Online Class,Rating of Online Class experience,Medium for online class,Time spent on self study,Time spent on fitness,Time spent on sleep,Time spent on social media,Time spent on TV,Number of meals per day,Change in your weight,Health issue during lockdown,Stress busters,Time utilized,"Do you find yourself more connected with your family, close friends , relatives  ?"
R1142,Delhi-NCR,11,4,Excellent,Smartphone,2,0,11,1,2,2,Remain Constant,NO,Meditation,YES,YES
R1143,Delhi-NCR,12,6,Excellent,Tablet,2,0.5,9,1,1,3,Increased,NO,Youtube,YES,YES
R1144,Delhi-NCR,13,2,Good,Smartphone,2,1,6,1,0,2,Decreased,NO,Listening to music,NO,YES
R1145,Delhi-NCR,14,6,Good,Laptop/Desktop,3,1,6,1,1,3,Remain Constant,NO,Sleeping,YES,YES
R1146,Delhi-NCR,16,4,Average,Smartphone,2,0,5,1,1,3,Increased,NO,Online gaming,YES,NO
R1147,Delhi-NCR,10,4,Good,Smartphone,2,1,7,0,1,3,Remain Constant,NO,Talking,YES,YES
R1148,Delhi-NCR,13,5,Excellent,Smartphone,3,1,8,2,1,2,Increased,NO,Reading books,YES,YES
R1149,Outside Delhi-NCR,12,4,Average,Smartphone,1,1,8,2,0.5,2,Remain Constant,NO,Scrolling through social media,YES,YES
R1150,Delhi-NCR,15,8,Good,Laptop/Desktop,1.5,0.5,8,0.5,0.3,3,Remain Constant,NO,Online gaming,NO,YES
R1151,Delhi-NCR,14,5,Average,Smartphone or Laptop/Desktop,2,0,9,0.5,0.5,4,Increased,YES,Listening to music,YES,YES
R1152,Delhi-NCR,14,3,Average,Smartphone,1,1,10,1,2,2,Decreased,NO,Listening to music,YES,YES
R1153,Delhi-NCR,13,4,Average,Smartphone,1,0,10,1,1,2,Remain Constant,NO,Online gaming,NO,YES
R1154,Delhi-NCR,15,4,Very poor,Smartphone,2,1,9,0.5,2,4,Remain Constant,NO,Online gaming,YES,YES
R1155,Outside Delhi-NCR,17,6,Very poor,Smartphone,3,1,7,1,1,2,Decreased,NO,Gym,NO,YES
R1156,Outside Delhi-NCR,22,5,Average,Laptop/Desktop,4,0,8,3,0,2,Increased,NO,Talking to your relatives,NO,YES
R1157,Outside Delhi-NCR,13,6,Good,Smartphone,2,0,11,1,0.5,3,Remain Constant,NO,Online gaming,YES,YES
R1158,Outside Delhi-NCR,11,5,Average,Smartphone,2,1,8,1,0.5,1,Decreased,NO,Watching web series,YES,NO
R1159,Delhi-NCR,13,4,Good,Smartphone,1,0.5,7,1,2,4,Increased,NO,Listening to music,YES,YES
R1160,Outside Delhi-NCR,14,5,Excellent,Smartphone,2,0,12,2,1,3,Remain Constant,NO,Listening to music,NO,YES
R1161,Delhi-NCR,12,6,Good,Laptop/Desktop,2,2,8,7,2,3,Remain Constant,NO,Social Media,YES,YES
R1162,Delhi-NCR,13,4,Excellent,Laptop/Desktop,4,1,8,0,1,2,Remain Constant,NO,Listening to music and reading books both . ,YES,YES
R1164,Delhi-NCR,12,4,Good,Smartphone,2,1,8,0,3,4,Remain Constant,NO,Meditation,YES,YES
R1165,Delhi-NCR,12,5,Excellent,Laptop/Desktop,3,1,7,0,2,2,Remain Constant,NO,Listening to music,YES,YES
R1166,Delhi-NCR,13,6,Excellent,Smartphone,7,0,5,0,0,3,Remain Constant,NO,"Poetry, writing books and novels , listening to music too",YES,NO
R1167,Outside Delhi-NCR,14,6,Excellent,Laptop/Desktop,1,2,7,1,1,4,Increased,NO,Sleeping,YES,YES
R1168,Delhi-NCR,14,6,Good,Smartphone,2,1,8,1,1,1,Decreased,NO,Social Media,NO,YES
R1169,Delhi-NCR,12,6,Excellent,Smartphone,5,1,8,2,1,2,Remain Constant,NO,Listening to music,YES,YES
R1171,Delhi-NCR,14,6,Average,Smartphone,2,0.5,10,1,1,3,Remain Constant,NO,Sleeping,YES,YES
R1172,Delhi-NCR,14,3,Excellent,Smartphone,5,2,12,0.25,0,3,Increased,NO,Sleeping,YES,YES
R1173,Delhi-NCR,12,4,Excellent,Smartphone,3,2,10,1,1,4,Increased,NO,Sleeping,YES,YES
R1174,Delhi-NCR,14,4,Excellent,Smartphone,2,1,6,1,1,2,Remain Constant,NO,Listening to music,YES,YES
R1175,Delhi-NCR,13,6,Very poor,Laptop/Desktop,3,1,8,2,2,3,Decreased,NO,Listening to music,YES,NO
R1176,Delhi-NCR,12,5,Excellent,Smartphone,2,1,12,0,1,3,Remain Constant,NO,Dancing,YES,YES
R1177,Delhi-NCR,13,5,Excellent,Laptop/Desktop,4,1,8,1,1.5,3,Decreased,NO,Listening to music,YES,YES
R1178,Delhi-NCR,12,4,Very poor,Smartphone,1.5,0,9,5,1,4,Increased,NO,Painting,NO,YES
R1179,Delhi-NCR,13,6,Excellent,Laptop/Desktop,2,0.5,9,1,3,4,Remain Constant,NO,Online gaming,YES,YES
R1180,Delhi-NCR,12,6,Average,Smartphone,3,1,9,1,1,4,Remain Constant,NO,Listening to music,NO,YES
R1181,Delhi-NCR,12,5,Good,Laptop/Desktop,2,0,8,2,1,3,Remain Constant,NO,Listening to music,YES,NO
R1182,Delhi-NCR,13,6,Good,Tablet,2,1,6,1,2,3,Decreased,NO,Dancing,YES,YES
R1183,Delhi-NCR,16,7.5,Good,Laptop/Desktop,4.5,0,6,0.5,2,4,Remain Constant,NO,Listening to music,YES,YES
R1184,Outside Delhi-NCR,13,5,Excellent,Laptop/Desktop,6,1,6,0,0,4,Remain Constant,NO,Listening to music,YES,YES
R1185,Delhi-NCR,13,4,Good,Smartphone,4,1,8,1,2,3,Decreased,NO,Reading,YES,YES
R1186,Delhi-NCR,15,5,Average,Smartphone,2,1,13,1,1,2,Remain Constant,NO,Online surfing,NO,YES
R1187,Delhi-NCR,12,6,Excellent,Laptop/Desktop,3,1,9,4,3,4,Remain Constant,NO,Talking to your relatives,YES,YES
R1188,Delhi-NCR,13,8,Average,Laptop/Desktop,2,1,7,1,1,3,Decreased,NO,Cooking,YES,YES
R1189,Delhi-NCR,15,5,Good,Tablet,4,1,7,2,0,4,Increased,NO,Social Media,NO,YES
R1190,Delhi-NCR,13,3,Very poor,Smartphone,1,0.5,8,3,1,3,Remain Constant,NO,Watching YouTube ,NO,NO
R1191,Delhi-NCR,12,3,Good,Smartphone,4,1,8,1,2,3,Decreased,NO,Dancing,YES,YES
R1192,Delhi-NCR,14,6,Average,Smartphone,4,1,9,1,1,4,Remain Constant,NO,Listening to music,YES,YES
R1193,Delhi-NCR,13,4,Average,Smartphone,0,0.5,8,3,2,4,Decreased,NO,Online gaming,NO,YES
R1194,Delhi-NCR,14,5,Excellent,Laptop/Desktop,3.5,1,8,0.5,1,4,Remain Constant,NO,Reading books,YES,YES
R1195,Delhi-NCR,13,5,Good,Tablet,2,0.5,7,1,1,3,Remain Constant,NO,Talking,YES,YES
